Voter File VANID,Sex,YEARXXScoreSName,DemPartySup2,NatTO,2020:CivSpan,2020:VolProp,TDPPartisan,BRResearchBetoSuppor,BRResearchBetoTurnou,DNCDemPartySupportV1,TO2022,Age,RaceName,PrecinctName
31425,M,33.7,46.37,50.85,0.04,,46.1,66.42,37.98,54.94,61.78,20.0,,751.0
31426,M,26.91,59.67,38.02,6.02,,60.11,53.56,13.69,50.25,9.72,21.0,,603.0
31427,F,52.94,60.33,46.71,0.08,,66.25,35.86,11.47,59.84,10.44,32.0,,143.0
31428,F,39.65,71.02,36.0,0.46,,66.99,56.74,15.47,65.12,11.24,32.0,,751.0
31429,M,41.04,79.03,85.84,0.02,,78.03,81.69,60.6,84.11,66.84,20.0,,1055.0
31430,M,20.67,67.03,29.75,6.38,,45.0,66.06,33.41,55.55,46.85,23.0,,1102.0
31431,F,22.45,67.39,49.9,0.64,,73.77,63.96,35.6,64.84,34.24,23.0,,1102.0
31432,F,29.12,73.29,46.72,0.44,,27.16,55.5,63.7,53.2,62.18,58.0,,751.0
31433,F,35.04,78.62,38.94,0.66,,62.95,93.84,45.65,61.32,48.76,21.0,,644.0
31434,M,25.9,71.3,14.76,14.38,,46.01,38.53,11.73,80.15,24.84,35.0,,362.0
31435,F,22.45,31.2,47.33,2.9,,64.55,41.5,11.73,62.09,14.99,22.0,,1086.0
31436,F,33.7,94.09,82.92,0.36,,95.53,95.61,62.9,96.75,71.9,22.0,,1056.0
31437,F,39.65,90.16,73.46,0.04,,95.33,91.6,75.8,94.42,77.56,28.0,,1111.0
31438,M,25.58,64.41,48.74,0.17,,76.24,66.08,12.42,69.97,13.61,21.0,,1102.0
31439,F,57.0,94.48,98.45,0.04,,95.67,98.95,83.1,95.78,94.24,51.0,,1056.0
31440,F,28.43,65.27,11.3,41.49,,51.29,50.14,17.09,57.12,1.85,76.0,,751.0
31441,F,25.58,59.52,38.62,2.39,,50.48,52.18,32.9,58.34,43.27,23.0,,1086.0
31442,F,46.19,40.72,48.18,0.07,,47.83,55.31,46.0,52.42,49.69,24.0,,1102.0
31443,F,25.77,76.91,38.61,12.2,,45.72,66.05,47.77,61.16,43.44,35.0,,362.0
31444,M,22.45,71.43,29.46,14.45,,36.11,48.41,39.19,80.97,46.28,32.0,,1086.0
31445,M,28.43,58.67,35.15,0.22,,66.46,62.25,14.45,60.3,11.62,29.0,,1102.0
31446,F,11.66,52.39,38.33,51.45,,32.74,24.61,57.72,54.71,54.52,65.0,,1086.0
31447,M,33.7,52.68,47.86,0.03,,60.43,44.44,29.58,54.43,62.04,21.0,,1056.0
31448,F,28.43,52.41,40.82,0.52,,62.51,49.62,14.49,59.25,11.73,21.0,,751.0
31449,M,28.43,93.1,97.79,29.49,,94.38,94.55,80.83,95.84,90.37,60.0,,751.0
31450,M,33.7,84.67,13.45,0.01,,64.3,68.31,11.56,72.16,14.04,30.0,,991.0
31451,M,39.65,72.98,16.33,0.04,,44.74,87.51,42.3,69.35,50.11,35.0,Uncoded,991.0
31452,F,35.04,59.46,78.81,0.04,,73.53,76.09,81.2,63.49,76.06,46.0,,547.0
31453,F,58.47,94.56,96.61,0.16,,99.16,99.59,96.2,96.92,91.7,72.0,,720.0
31454,M,28.43,82.91,93.08,5.02,,89.35,93.85,76.92,91.17,77.7,33.0,,1112.0
31455,F,58.47,74.46,98.85,0.18,,87.79,99.25,93.8,69.21,95.57,50.0,,511.0
31456,F,52.94,62.44,45.91,0.02,,58.77,34.04,9.18,54.86,11.4,37.0,,511.0
31457,M,49.92,84.55,35.75,0.1,,70.94,80.09,12.78,81.64,8.0,37.0,,119.0
31458,F,49.72,91.53,71.57,0.03,,47.44,71.25,49.1,84.15,59.31,35.0,,1078.0
31459,M,43.13,71.67,92.67,0.69,,75.37,66.67,66.22,60.47,68.21,38.0,,991.0
31460,M,28.43,81.2,83.67,1.11,,88.45,83.79,72.84,88.39,79.74,21.0,,1078.0
31461,M,28.43,80.55,52.36,0.2,,92.1,90.94,50.2,86.59,54.89,20.0,,1111.0
31462,M,34.36,69.75,43.6,28.2,,34.92,33.24,12.58,77.79,16.67,62.0,,991.0
31463,M,35.94,87.27,93.19,,,97.1,92.96,81.99,94.17,77.89,35.0,,1078.0
31464,F,39.65,52.2,45.47,,,50.13,56.66,59.9,50.57,60.98,53.0,,1078.0
31465,M,39.65,69.2,81.25,,,58.89,58.4,19.9,80.65,24.5,28.0,,119.0
31466,F,61.89,76.49,47.11,,,48.53,61.6,71.2,69.32,77.89,36.0,,1086.0
31467,F,41.04,40.65,39.73,,,59.41,59.8,55.16,50.86,43.83,81.0,,1112.0
31468,F,28.43,78.51,54.43,,,83.36,57.83,55.1,84.9,53.3,44.0,,1078.0
31469,F,25.77,79.18,51.83,,,86.0,86.18,42.67,51.63,55.62,21.0,,1078.0
31470,M,56.65,63.98,74.07,0.01,,43.04,26.1,40.5,65.97,66.3,39.0,,906.0
31471,M,40.43,85.92,91.28,0.14,,94.15,98.24,90.3,91.32,77.14,31.0,,119.0
31472,F,49.72,92.08,23.84,0.07,,72.59,62.62,14.5,93.72,2.7,41.0,,1054.0
31473,M,28.43,56.92,42.24,0.03,,60.71,48.3,26.95,55.31,61.18,22.0,Uncoded,1056.0
31474,M,18.9,93.8,89.89,0.08,,98.73,97.38,78.11,93.97,71.76,39.0,,149.0
31475,F,39.65,83.36,93.56,28.19,,73.46,85.81,79.98,88.72,79.43,53.0,,143.0
31476,M,39.65,74.92,54.46,0.02,,69.01,77.81,49.59,71.22,53.14,44.0,,509.0
31477,M,28.43,90.51,39.82,0.01,,93.33,87.29,62.56,80.49,68.16,22.0,,1056.0
31478,F,33.7,44.54,49.89,0.21,,45.57,71.36,75.1,85.61,76.43,33.0,,509.0
31479,F,59.11,46.81,68.13,0.04,,70.65,57.19,71.6,50.96,79.2,37.0,,1056.0
31480,F,49.72,68.85,40.96,0.05,,59.76,43.96,9.18,54.99,15.84,38.0,,923.0
31481,M,69.8,52.33,75.16,0.12,,46.97,38.61,61.11,53.03,74.89,45.0,,143.0
31482,M,49.72,67.6,49.63,0.02,,57.25,67.75,15.84,62.01,9.26,35.0,,522.0
31483,M,39.65,95.46,91.44,0.1,,96.32,96.35,81.69,94.85,80.55,74.0,,509.0
31484,M,52.94,66.88,55.79,0.35,,51.49,52.83,49.38,54.07,60.14,49.0,,906.0
31485,F,58.47,95.93,95.51,0.19,,98.02,99.04,88.4,94.43,78.16,75.0,,1056.0
31486,F,55.22,72.07,53.71,,,65.5,66.82,18.9,68.48,18.25,46.0,,923.0
31487,F,49.72,82.57,89.54,,,75.27,94.3,90.1,87.1,69.75,65.0,,906.0
31488,M,55.22,81.67,90.44,,,61.69,85.0,71.91,88.6,71.01,45.0,,923.0
31489,M,61.89,79.43,56.99,,,41.08,64.51,58.6,71.72,63.67,50.0,,906.0
31490,M,28.43,75.93,46.29,15.65,,66.74,47.28,52.02,81.98,47.75,54.0,,1056.0
31491,F,28.43,48.74,55.23,0.02,,48.98,38.4,34.8,50.93,81.39,21.0,,619.0
31492,F,25.77,25.4,63.39,0.03,,57.83,63.16,57.88,57.28,68.05,22.0,,1086.0
31493,F,17.93,65.89,38.45,0.34,,75.54,65.6,12.69,70.42,11.83,23.0,,121.0
31494,F,35.94,44.24,49.77,0.07,,60.04,56.46,27.37,59.67,60.26,23.0,,1056.0
31495,F,33.7,66.1,23.48,0.19,,58.63,40.61,9.18,62.36,10.88,35.0,,331.0
31496,F,39.65,94.76,98.28,0.48,,96.48,98.97,83.52,93.02,79.12,43.0,,1102.0
31497,F,25.77,42.33,21.0,0.24,,62.68,74.18,39.3,62.16,68.92,22.0,,803.0
31498,F,28.43,87.47,98.61,0.07,,93.56,98.73,87.4,92.22,76.11,25.0,,1111.0
31499,M,70.26,67.7,81.34,0.03,,90.91,41.68,76.0,77.41,70.6,54.0,,1086.0
31500,F,25.77,81.3,41.77,3.22,,76.46,72.45,32.9,80.27,53.06,22.0,Uncoded,803.0
31501,M,34.36,54.6,60.27,0.18,,61.34,31.69,26.6,78.47,30.65,22.0,,644.0
31502,M,49.72,63.79,44.1,0.34,,43.86,39.5,44.96,61.59,55.12,59.0,,1056.0
31503,F,28.43,15.86,41.84,0.05,,50.84,23.39,10.1,52.27,20.96,23.0,,1086.0
31504,F,35.04,58.12,44.54,0.27,,47.43,59.39,38.7,57.97,56.79,22.0,,1056.0
31505,F,55.22,86.93,92.57,0.1,,88.85,92.75,79.22,92.85,77.28,46.0,,1056.0
31506,F,23.27,91.83,91.24,1.18,,95.15,94.97,74.2,97.48,75.14,22.0,,1102.0
31507,F,43.13,41.34,72.0,0.1,,70.17,56.42,68.1,54.81,69.38,22.0,,1056.0
31508,M,33.7,91.99,92.9,9.04,,97.73,88.65,77.78,94.68,76.33,37.0,,1086.0
31509,M,52.94,72.53,86.3,11.74,,69.77,49.18,25.58,83.62,35.7,45.0,,751.0
31510,F,61.89,82.29,91.95,0.1,,76.53,96.14,90.8,76.7,78.81,34.0,,1086.0
31511,F,25.77,81.9,85.85,0.07,,86.39,90.53,87.5,86.69,71.87,23.0,,1086.0
31512,F,28.43,62.6,35.15,2.61,,50.34,56.13,40.38,63.34,49.87,26.0,,1102.0
31513,F,25.77,84.58,91.17,7.49,,89.23,95.49,63.07,91.1,63.92,24.0,,1102.0
31514,F,41.04,71.57,35.77,0.82,,59.63,47.58,14.19,72.98,8.24,66.0,,1102.0
31515,M,25.77,17.77,30.34,0.08,,45.41,23.54,53.04,61.12,55.99,21.0,,1086.0
31516,F,28.43,96.21,79.53,0.3,,97.68,96.93,87.3,94.59,88.23,22.0,,644.0
31517,M,31.09,86.81,53.24,0.1,,53.91,86.5,49.8,86.16,59.05,28.0,,751.0
31518,F,18.9,54.38,33.11,55.33,,67.9,58.25,14.37,57.1,39.28,72.0,,644.0
31519,F,39.65,87.8,96.38,0.04,,11.79,87.85,84.8,50.66,84.46,57.0,,1086.0
31520,F,37.16,68.75,29.61,0.48,,60.7,71.09,46.92,62.5,54.52,26.0,,1111.0
31521,M,25.77,50.23,37.6,11.91,,55.69,51.61,11.73,60.68,8.34,23.0,,1086.0
31522,F,46.19,71.98,41.71,7.77,,60.0,58.76,51.08,83.88,50.42,41.0,,1102.0
31523,M,34.36,71.95,44.56,0.09,,84.65,25.41,11.79,69.15,15.96,39.0,,893.0
31524,F,37.16,94.01,63.8,0.01,,85.68,89.71,20.4,93.63,17.7,43.0,,751.0
31525,F,35.94,82.26,71.59,8.37,,34.55,90.73,71.65,51.0,70.8,45.0,,1102.0
31526,F,49.72,95.25,85.14,0.19,,98.67,97.91,71.31,96.37,65.8,43.0,,331.0
31527,M,37.37,54.91,45.12,0.26,,27.36,45.47,45.9,67.67,59.22,48.0,,1056.0
31528,M,25.77,84.77,94.46,0.16,,85.53,95.45,71.3,85.9,66.52,21.0,,1086.0
31529,F,49.72,78.93,43.95,16.34,,64.16,61.28,62.64,85.1,52.36,63.0,,509.0
31530,M,39.65,54.63,34.14,9.61,,47.29,47.27,11.39,52.44,13.07,27.0,,803.0
31531,F,49.72,78.51,72.36,12.13,,87.51,72.95,51.76,87.84,51.91,42.0,,803.0
31532,F,51.94,61.85,41.02,0.01,,60.81,36.72,11.05,54.04,7.78,29.0,,331.0
31533,F,20.67,61.48,39.36,21.56,,59.73,71.3,35.87,63.38,47.18,21.0,,1086.0
31534,F,34.36,85.99,99.17,0.05,,90.88,98.65,85.14,91.32,92.4,57.0,,331.0
31535,F,51.94,95.42,79.6,0.1,,82.71,89.29,73.62,90.64,73.92,38.0,,893.0
31536,F,49.72,88.14,94.72,0.27,,84.91,96.08,71.57,89.57,73.9,44.0,,644.0
31537,F,55.22,58.6,44.37,0.56,,60.09,47.41,11.73,61.98,8.72,35.0,,803.0
31538,M,25.58,65.46,73.04,2.81,,87.48,96.98,60.6,88.02,63.91,21.0,,803.0
31539,F,25.77,92.12,47.25,0.03,,90.42,60.21,14.4,92.12,11.97,40.0,,331.0
31540,F,49.72,83.89,37.7,0.29,,88.83,71.89,12.42,86.43,14.62,34.0,,1111.0
31541,M,28.43,68.59,41.38,16.57,,39.65,40.1,12.07,54.13,12.78,41.0,,331.0
31542,F,22.85,45.31,51.84,0.15,,51.43,42.97,16.1,57.56,14.2,21.0,,1086.0
31543,F,25.58,73.97,29.05,0.04,,84.37,82.17,18.72,76.34,6.16,21.0,,331.0
31544,F,22.85,93.46,87.48,0.07,,90.97,85.72,58.99,93.97,35.25,21.0,,803.0
31545,F,18.9,40.22,52.97,0.09,,37.54,70.27,42.2,59.38,57.42,21.0,,1086.0
31546,M,51.94,85.13,89.13,0.02,,91.88,99.02,71.48,85.37,77.14,55.0,,644.0
31547,F,28.43,65.64,44.28,4.31,,68.36,66.4,17.68,62.74,15.25,21.0,,644.0
31548,F,22.85,61.64,47.23,15.24,,60.86,80.64,42.67,66.39,50.57,21.0,,362.0
31549,F,51.94,79.68,79.06,1.03,,81.84,78.28,69.36,89.94,66.06,36.0,,803.0
31550,F,25.77,53.66,52.54,,,70.9,68.8,17.68,52.2,11.58,20.0,,1078.0
31551,F,34.36,67.98,26.81,,,66.55,27.11,26.2,74.68,7.32,25.0,,1078.0
31552,F,34.36,68.23,42.51,,,65.77,27.23,10.4,73.04,14.93,28.0,,1078.0
31553,F,25.77,15.23,64.09,,,49.38,13.3,29.3,55.32,54.35,20.0,,1112.0
31554,F,58.47,86.82,58.31,,,59.33,98.88,91.0,87.88,86.42,74.0,,1112.0
31555,F,28.43,81.19,44.72,,,91.08,91.75,45.18,88.68,50.42,21.0,,991.0
31556,F,33.7,13.61,59.64,,,29.33,15.66,29.3,58.17,77.44,20.0,,624.0
31557,M,20.67,24.82,63.47,,,65.46,40.87,29.3,54.01,52.95,20.0,,121.0
31558,F,34.36,69.53,58.37,,,76.9,90.38,37.57,67.77,55.57,20.0,,991.0
31559,F,33.7,43.41,50.72,,,49.5,62.29,43.52,50.79,55.96,30.0,,1078.0
31560,M,58.47,74.4,74.3,0.18,,45.59,34.05,60.3,74.59,58.46,60.0,,511.0
31561,F,17.93,77.63,80.89,0.07,,69.09,43.04,29.2,70.77,22.99,21.0,,1111.0
31562,F,23.27,75.8,26.44,4.37,,69.47,54.45,11.73,63.61,2.32,21.0,,511.0
31563,F,39.65,90.56,69.81,5.64,,33.69,51.08,50.32,95.03,63.81,49.0,,1078.0
31564,F,39.65,79.36,52.14,6.17,,48.54,58.77,11.98,80.58,11.15,36.0,,624.0
31565,F,28.43,60.53,41.37,0.04,,31.65,76.05,35.87,54.55,49.5,21.0,,624.0
31566,M,34.36,60.83,38.87,0.05,,30.96,17.6,70.0,65.26,55.06,76.0,,1078.0
31567,M,31.09,94.96,97.82,0.03,,93.81,95.27,85.7,90.84,77.28,21.0,,1112.0
31568,F,28.43,20.67,65.08,0.13,,66.2,32.69,28.8,73.0,57.1,21.0,,1078.0
31569,F,28.43,29.91,52.66,0.16,,50.23,67.11,45.8,55.53,53.11,22.0,,1112.0
31570,F,25.58,53.89,34.26,0.04,,47.19,23.21,51.85,56.68,49.63,61.0,,991.0
31571,F,13.71,23.08,47.82,0.07,,50.65,29.67,12.9,56.51,13.6,22.0,,1086.0
31572,F,26.91,92.4,82.96,0.13,,95.52,96.32,64.17,93.96,62.32,21.0,,644.0
31573,M,18.9,54.24,40.26,9.02,,55.28,38.09,11.73,60.58,8.29,23.0,,1086.0
31574,F,28.43,45.19,55.27,0.04,,62.59,34.65,16.1,60.98,14.66,21.0,,362.0
31575,M,28.43,84.49,43.9,0.07,,44.84,84.36,53.7,56.54,60.36,22.0,,644.0
31576,M,39.65,75.62,39.96,0.06,,38.17,86.65,58.7,71.58,61.56,30.0,,1111.0
31577,F,35.94,34.67,51.67,0.03,,48.25,65.87,35.3,52.8,55.88,21.0,,803.0
31578,F,33.7,50.21,39.65,0.44,,35.77,49.13,46.1,52.56,55.52,32.0,,331.0
31579,F,34.36,43.84,78.09,0.02,,50.89,67.62,42.2,50.73,61.21,21.0,,644.0
31580,M,34.36,68.27,36.42,0.07,,55.76,51.94,18.0,55.08,15.68,31.0,,509.0
31581,F,39.65,83.7,83.93,16.49,,67.39,81.67,75.56,93.28,75.84,76.0,,644.0
31582,M,25.77,18.54,59.18,0.03,,39.93,31.99,32.0,52.91,59.01,20.0,,803.0
31583,F,25.77,92.14,49.01,0.33,,95.91,79.44,67.77,90.16,53.58,57.0,,1111.0
31584,M,28.43,74.22,88.35,2.06,,82.5,70.99,27.37,86.25,23.2,21.0,,803.0
31585,F,28.43,81.99,45.63,0.07,,84.47,82.74,16.2,77.49,9.24,22.0,,644.0
31586,M,25.77,86.3,79.84,2.36,,86.31,91.52,60.6,91.13,59.0,21.0,,331.0
31587,F,33.7,82.37,41.09,0.03,,49.47,44.11,12.75,79.26,8.65,51.0,,331.0
31588,F,28.43,26.08,59.82,0.02,,60.97,56.64,42.2,62.37,63.01,21.0,,362.0
31589,F,25.77,89.04,41.29,0.17,,43.61,73.03,30.26,89.59,45.27,35.0,,1086.0
31590,M,61.89,67.74,49.95,0.07,,47.47,39.64,38.0,63.64,56.21,40.0,,644.0
31591,F,25.77,82.77,54.49,0.04,,84.02,83.69,23.46,75.07,15.7,21.0,,644.0
31592,M,49.72,89.08,31.35,0.04,,81.04,84.77,69.02,92.25,73.88,36.0,,331.0
31593,M,25.58,66.81,74.18,0.03,,35.74,76.43,77.0,51.52,71.93,21.0,,803.0
31594,F,28.43,64.82,39.1,19.5,,44.73,34.99,34.42,52.64,37.87,27.0,,331.0
31595,F,28.43,62.44,38.14,5.59,,65.28,58.27,17.68,65.08,9.31,21.0,,1086.0
31596,F,25.9,44.47,45.09,0.08,,62.81,55.65,20.8,66.27,16.28,21.0,,893.0
31597,M,35.94,54.9,36.38,0.18,,50.79,35.42,11.47,51.97,10.52,44.0,,331.0
31598,F,20.67,64.52,38.28,13.1,,63.87,62.94,17.68,62.13,9.43,21.0,,1086.0
31599,F,39.65,58.78,65.04,0.06,,39.55,65.44,53.9,53.67,61.79,42.0,,362.0
31600,M,43.46,78.55,48.48,0.03,,41.43,92.49,45.3,56.09,56.36,42.0,,644.0
31601,F,28.43,85.15,69.44,4.72,,91.74,76.4,35.87,90.17,46.82,21.0,,803.0
31602,F,25.77,63.49,36.96,4.3,,62.3,78.51,35.87,67.76,49.12,21.0,,803.0
31603,F,20.44,58.28,30.53,16.49,,40.88,49.38,42.08,56.47,50.84,36.0,,1086.0
31604,F,22.85,72.17,51.0,3.25,,54.0,65.55,38.93,56.09,55.25,21.0,,1102.0
31605,F,58.47,54.39,44.25,0.32,,63.78,52.02,11.73,60.66,9.87,36.0,,644.0
31606,M,58.47,66.79,47.47,0.04,,54.46,43.16,11.98,67.7,9.18,40.0,,644.0
31607,M,35.94,86.92,42.91,3.81,,26.83,24.45,11.82,85.71,9.91,48.0,,1086.0
31608,F,52.94,65.88,47.92,12.87,,42.57,55.5,45.3,58.39,53.88,42.0,,644.0
31609,F,28.43,46.82,46.11,0.05,,62.29,49.63,16.1,60.23,11.08,21.0,,362.0
31610,F,18.9,63.36,36.36,4.04,,63.86,53.96,15.3,63.36,8.78,25.0,,1086.0
31611,M,28.43,89.89,63.17,0.06,,92.87,79.55,46.41,88.73,33.07,21.0,,644.0
31612,F,39.65,60.27,43.09,0.89,,44.37,82.4,51.76,51.74,58.84,41.0,,331.0
31613,F,35.94,95.23,74.14,1.55,,92.18,95.4,63.24,90.3,62.49,22.0,,803.0
31614,F,52.94,75.83,43.27,0.41,,53.24,47.75,41.23,73.3,38.01,35.0,,644.0
31615,F,39.65,66.19,48.17,4.43,,60.28,59.27,40.97,64.02,52.93,26.0,,362.0
31616,F,52.94,54.8,46.59,0.61,,37.39,47.39,12.41,52.3,11.85,47.0,,644.0
31617,F,23.27,38.5,45.38,0.08,,52.61,31.49,15.0,61.21,13.67,21.0,,1086.0
31618,F,37.37,59.83,43.31,21.96,,41.15,44.66,50.57,53.79,53.57,51.0,,331.0
31619,F,33.7,52.19,54.81,0.06,,62.46,48.96,16.1,51.34,16.71,21.0,,644.0
31620,M,28.43,17.98,56.55,0.03,,38.2,39.93,34.8,52.08,55.21,21.0,,803.0
31621,F,55.22,49.04,46.52,0.15,,33.65,43.18,47.4,50.11,60.34,34.0,,803.0
31622,F,35.04,87.23,91.15,0.09,,90.62,66.63,24.6,91.15,14.71,50.0,,331.0
31623,M,49.72,78.69,45.13,0.1,,35.72,94.0,60.4,55.28,80.13,31.0,,803.0
31624,F,23.27,62.57,33.36,45.4,,47.36,46.34,18.45,53.58,9.92,69.0,,1086.0
31625,M,56.65,74.02,94.98,0.03,,59.6,97.1,82.2,82.72,80.4,61.0,,362.0
31626,F,33.7,71.53,88.98,0.01,,83.51,88.3,71.3,84.89,62.97,20.0,,803.0
31627,F,39.65,70.9,48.92,0.07,,52.0,69.63,15.75,63.53,16.8,33.0,,1111.0
31628,F,52.94,90.8,37.28,0.04,,83.49,94.63,49.1,91.1,68.71,27.0,,1111.0
31629,F,35.94,64.92,44.93,9.79,,60.17,65.51,39.36,61.48,51.55,22.0,,644.0
31630,F,51.94,52.06,43.83,0.04,,66.68,41.61,18.0,63.78,10.89,25.0,,644.0
31631,M,28.43,31.38,51.69,0.06,,49.24,35.3,15.0,53.59,14.37,21.0,,362.0
31632,U,51.94,63.06,46.66,0.12,,39.52,49.66,53.72,52.64,55.82,57.0,,644.0
31633,F,28.43,22.19,48.96,0.04,,50.43,23.06,15.0,50.1,15.79,21.0,,1086.0
31634,F,28.43,54.57,44.46,5.9,,67.67,64.72,17.68,59.57,17.7,21.0,,803.0
31635,M,34.36,73.19,41.63,26.72,,33.38,39.48,12.41,85.78,8.89,47.0,,1086.0
31636,F,43.46,87.16,99.19,0.13,,96.77,99.47,96.1,84.21,95.71,69.0,,803.0
31637,M,28.43,86.4,51.4,0.03,,80.18,90.14,42.67,66.73,52.82,21.0,,644.0
31638,M,43.46,85.08,94.8,0.78,,81.68,94.22,73.1,91.63,71.7,49.0,,644.0
31639,M,25.58,80.92,84.93,12.08,,89.11,88.56,60.6,89.53,64.43,21.0,,331.0
31640,M,37.16,46.26,36.87,0.01,,56.99,30.59,32.21,57.11,54.91,27.0,,644.0
31641,F,25.58,45.56,45.37,0.21,,60.09,32.94,16.1,63.64,10.19,20.0,,803.0
31642,M,28.43,27.72,44.77,0.04,,37.2,41.97,34.8,52.83,54.5,20.0,,803.0
31643,F,34.36,55.87,43.19,22.26,,37.34,39.39,47.26,59.25,55.91,45.0,,331.0
31644,U,25.58,41.18,40.38,0.32,,49.67,32.87,12.9,64.59,16.59,23.0,,362.0
31645,F,49.72,73.03,88.09,0.04,,7.71,8.79,83.8,57.37,78.29,55.0,,644.0
31646,F,34.36,68.73,39.14,15.79,,53.84,59.25,43.52,63.47,51.83,30.0,,331.0
31647,F,25.58,35.31,56.75,0.55,,37.14,72.12,35.87,54.88,57.57,21.0,,1086.0
31648,F,51.94,59.48,48.51,22.67,,43.34,43.27,42.41,50.55,56.56,37.0,,803.0
31649,M,43.13,85.15,76.08,0.11,,41.94,91.86,61.7,67.73,58.56,43.0,,331.0
31650,F,34.36,33.42,54.73,0.42,,54.71,52.53,13.69,51.84,14.37,20.0,,331.0
31651,M,41.04,70.64,46.38,0.08,,27.79,79.06,83.6,76.05,75.67,51.0,,362.0
31652,M,49.72,82.17,38.21,0.26,,42.55,66.06,52.53,70.25,56.61,55.0,,803.0
31653,M,55.22,45.24,41.01,0.49,,39.53,51.79,51.25,55.8,54.29,59.0,,803.0
31654,M,39.65,77.47,69.82,0.1,,79.89,73.01,69.36,79.99,68.01,46.0,,331.0
31655,F,26.91,70.86,43.76,11.38,,67.65,71.91,17.68,58.99,13.43,21.0,,644.0
31656,F,25.77,33.28,50.35,0.09,,36.47,55.28,42.2,50.9,59.1,21.0,,1086.0
31657,F,28.43,83.28,87.07,0.02,,85.48,93.57,71.3,89.26,63.98,21.0,,362.0
31658,F,25.77,88.79,88.1,41.93,,78.64,94.52,75.05,91.71,87.16,58.0,,509.0
31659,F,34.36,54.18,53.33,0.09,,65.09,38.17,16.1,70.95,15.97,21.0,,362.0
31660,F,25.58,35.22,27.61,0.13,,50.41,46.68,16.1,52.96,1.14,21.0,,1086.0
31661,F,28.43,74.29,50.69,0.12,,76.35,31.59,15.0,87.05,16.02,21.0,,1102.0
31662,M,52.94,77.37,95.24,4.59,,73.48,93.57,73.61,85.91,68.92,51.0,,803.0
31663,F,53.31,79.6,87.21,0.01,,28.23,84.51,87.3,68.04,79.5,62.0,,331.0
31664,M,33.7,81.15,48.59,0.04,,82.81,63.64,38.07,83.75,61.18,36.0,,331.0
31665,F,52.94,61.04,45.72,9.14,,42.95,45.87,12.83,54.55,10.42,49.0,,644.0
31666,M,35.94,93.48,92.67,0.92,,91.53,97.68,71.06,94.34,73.08,42.0,,331.0
31667,M,41.04,94.53,97.72,0.04,,71.66,97.11,88.6,94.47,82.22,70.0,,644.0
31668,F,29.12,94.48,95.56,0.02,,85.92,95.78,74.0,89.91,59.19,21.0,,362.0
31669,F,49.72,58.29,44.58,0.02,,49.0,64.67,47.77,54.87,56.47,35.0,,331.0
31670,M,39.65,38.37,38.39,0.07,,39.49,23.66,13.1,50.79,14.85,31.0,,362.0
31671,M,39.65,55.01,52.97,2.87,,47.7,47.53,11.98,72.37,10.02,37.0,,1111.0
31672,F,52.94,82.85,89.23,0.07,,97.36,89.5,86.6,92.38,75.91,52.0,,803.0
31673,M,28.43,91.78,56.0,0.03,,87.18,92.16,73.6,81.14,63.3,22.0,Uncoded,803.0
31674,F,25.77,73.3,63.34,33.23,,49.13,46.83,12.07,60.21,25.74,38.0,,893.0
31675,F,25.77,66.13,42.91,4.4,,49.69,72.65,32.9,62.24,51.06,22.0,,331.0
31676,M,33.7,44.09,35.97,20.78,,36.46,46.07,38.0,50.09,60.59,40.0,,1111.0
31677,M,34.36,78.42,83.01,1.55,,97.79,87.88,58.14,91.13,68.37,22.0,,1056.0
31678,M,28.43,70.44,40.77,0.02,,57.42,43.62,9.18,59.49,9.71,22.0,,1056.0
31679,M,35.94,91.06,85.02,0.11,,95.81,94.65,87.4,87.17,75.36,24.0,,644.0
31680,F,28.43,59.59,64.2,1.9,,71.83,79.76,57.88,66.36,63.21,22.0,,803.0
31681,M,33.7,46.96,40.7,9.22,,28.1,29.67,34.94,51.4,53.69,40.0,,1102.0
31682,M,33.7,86.4,9.14,0.03,,45.95,94.34,40.2,91.19,9.93,58.0,,1102.0
31683,F,48.05,60.98,58.51,0.04,,64.87,67.2,62.05,58.12,68.21,39.0,,803.0
31684,F,55.22,80.14,84.48,0.35,,97.16,98.94,95.6,85.98,79.06,64.0,,751.0
31685,M,39.65,34.67,33.54,0.05,,56.15,48.9,11.98,51.96,9.5,31.0,,751.0
31686,F,55.22,76.36,73.67,5.74,,72.01,66.49,65.62,80.0,65.19,36.0,,331.0
31687,F,51.94,80.39,85.94,0.04,,89.49,81.47,83.0,82.8,75.65,49.0,,331.0
31688,F,70.26,97.11,98.73,0.06,,99.26,99.15,95.1,97.37,96.48,61.0,,362.0
31689,F,18.9,75.2,44.89,2.03,,65.77,46.89,9.18,59.86,8.97,22.0,,121.0
31690,M,43.46,84.9,93.03,5.94,,79.81,66.3,44.71,90.87,38.55,53.0,,1056.0
31691,M,33.7,75.72,82.78,0.02,,81.34,76.98,68.9,81.29,71.0,22.0,,751.0
31692,M,43.46,92.98,99.6,0.12,,86.19,98.24,87.3,85.56,91.64,22.0,,1056.0
31693,F,39.65,88.5,81.87,0.08,,95.38,94.45,82.5,90.55,73.42,39.0,,803.0
31694,F,34.36,58.61,45.73,0.03,,48.0,71.87,35.87,54.76,55.66,20.0,,803.0
31695,F,55.22,90.78,85.49,8.26,,65.89,82.57,79.9,80.57,80.74,52.0,,644.0
